,auth_dt,state_name,purchase_category_nm,online_part,online_regarding_avg,offline_regarding_avg,total_regarding_avg,coronaindex,day,month,year
2006336,19-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,48.98,91.0,88.09,90.0,2.4,19,9,2021
2014484,27-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,1.3,27,9,2021
2015310,27-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,151.29,144.0,4.4,27,9,2021
2015808,09-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,278.87,279.0,10.0,9,9,2021
2015865,23-09-2021,Республика Бурятия,ТОПЛИВО,0.0,,252.63,253.0,8.9,23,9,2021
2015968,24-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,29.03,195.0,578.9,368.0,10.0,24,9,2021
2017476,14-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,28.23,351.0,460.87,423.0,10.0,14,9,2021
2019848,15-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,77.42,175.0,75.94,135.0,10.0,15,9,2021
2029116,24-09-2021,Республика Бурятия,DUTY FREE,0.0,,312.29,312.0,3.0,24,9,2021
2029427,04-09-2021,Республика Бурятия,АВТО УСЛУГИ,9.18,501.0,263.64,276.0,8.8,4,9,2021
2030448,01-09-2021,Республика Бурятия,КНИГИ,5.8,661.0,1767.23,1611.0,10.0,1,9,2021
2030557,20-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,15.63,153.0,2058.5,700.0,7.6,20,9,2021
2034025,05-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,40.63,272.0,368.23,322.0,10.0,5,9,2021
2034958,21-09-2021,Республика Бурятия,АВТО УСЛУГИ,9.09,542.0,288.24,301.0,8.1,21,9,2021
2035715,08-09-2021,Республика Бурятия,ОТЕЛИ,18.18,141.0,157.59,154.0,7.0,8,9,2021
2036103,21-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,22.83,152.0,625.06,366.0,10.0,21,9,2021
2038817,03-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,40.68,244.0,183.85,204.0,10.0,3,9,2021
2039180,05-09-2021,Республика Бурятия,РЕСТОРАНЫ,1.48,311.0,181.36,182.0,7.6,5,9,2021
2040131,26-09-2021,Республика Бурятия,КНИГИ,0.0,0.0,316.7,272.0,8.5,26,9,2021
2040963,07-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,38.46,203.0,167.28,179.0,10.0,7,9,2021
2041433,22-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,5.9,22,9,2021
2041436,28-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,102.79,53.0,2.5,28,9,2021
2042698,07-09-2021,Республика Бурятия,ФОТО/ВИДЕО,33.33,72.0,303.65,147.0,10.0,7,9,2021
2043091,23-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,54.69,715.0,549.08,629.0,10.0,23,9,2021
2043302,09-09-2021,Республика Бурятия,ЦВЕТЫ,6.67,635.0,325.43,336.0,1.6,9,9,2021
2044121,16-09-2021,Республика Бурятия,КРАСОТА,40.54,402.0,237.63,285.0,10.0,16,9,2021
2044288,01-09-2021,Республика Бурятия,ИСКУССТВО,0.0,0.0,892.39,402.0,2.6,1,9,2021
2044799,29-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",26.39,233.0,281.2,267.0,10.0,29,9,2021
2046383,14-09-2021,Республика Бурятия,ГОС. СБОРЫ,59.62,469.0,676.53,535.0,10.0,14,9,2021
2050871,15-09-2021,Республика Бурятия,ГОС. СБОРЫ,59.26,241.0,353.51,277.0,10.0,15,9,2021
2052058,29-09-2021,Республика Бурятия,КРАСОТА,19.23,132.0,224.18,198.0,9.8,29,9,2021
2052411,04-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,215.95,216.0,8.4,4,9,2021
2052417,24-09-2021,Республика Бурятия,СУВЕНИРЫ,14.29,581.0,181.73,202.0,6.1,24,9,2021
2055005,16-09-2021,Республика Бурятия,АРЕНДА АВТО,10.0,211.0,1102.1,775.0,7.5,16,9,2021
2055006,16-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",10.11,516.0,274.52,288.0,8.6,16,9,2021
2056447,25-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,51.85,101.0,139.68,117.0,8.9,25,9,2021
2060879,23-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,151.65,144.0,6.3,23,9,2021
2062972,26-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,181.71,173.0,4.9,26,9,2021
2063193,03-09-2021,Республика Бурятия,DUTY FREE,0.0,,128.23,128.0,1.3,3,9,2021
2066110,02-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,70.97,375.0,251.83,328.0,10.0,2,9,2021
2066911,19-09-2021,Республика Бурятия,КИНО,15.38,1541.0,220.65,254.0,6.1,19,9,2021
2069886,30-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,57.95,1036.0,696.41,860.0,10.0,30,9,2021
2070398,16-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,297.07,293.0,9.6,16,9,2021
2073397,27-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,102.9,53.0,3.6,27,9,2021
2073746,21-09-2021,Республика Бурятия,DUTY FREE,0.0,,188.07,188.0,1.7,21,9,2021
2074010,03-09-2021,Республика Бурятия,АРЕНДА АВТО,75.0,644.0,124.68,315.0,4.8,3,9,2021
2074937,03-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.11,300.0,303.71,304.0,10.0,3,9,2021
2076128,30-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",5.17,399.0,273.49,278.0,7.7,30,9,2021
2077295,04-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,42.48,62.0,77.79,70.0,2.4,4,9,2021
2078510,20-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",9.91,522.0,283.91,297.0,8.8,20,9,2021
2078674,09-09-2021,Республика Бурятия,КИНО,20.0,780.0,81.21,99.0,3.6,9,9,2021
2081067,16-09-2021,Республика Бурятия,НКО,60.0,54.0,21.0,33.0,3.9,16,9,2021
2084414,23-09-2021,Республика Бурятия,КИНО,33.33,2300.0,119.74,175.0,4.5,23,9,2021
2087909,30-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,61.17,347.0,361.09,352.0,10.0,30,9,2021
2090973,05-09-2021,Республика Бурятия,АРЕНДА АВТО,66.67,429.0,124.48,236.0,8.2,5,9,2021
2092091,01-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.49,156.0,276.81,276.0,9.8,1,9,2021
2094245,04-09-2021,Республика Бурятия,СПОРТТОВАРЫ,4.55,332.0,193.94,198.0,6.4,4,9,2021
2095990,01-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,337.2,333.0,10.0,1,9,2021
2097103,24-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,5.9,24,9,2021
2097407,09-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.99,253.0,272.93,273.0,10.0,9,9,2021
2098006,05-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,215.84,216.0,8.7,5,9,2021
2100774,13-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",13.55,699.0,267.0,291.0,9.0,13,9,2021
2100777,22-09-2021,Республика Бурятия,СПОРТТОВАРЫ,2.38,162.0,185.0,184.0,4.5,22,9,2021
2100889,30-09-2021,Республика Бурятия,НКО,68.75,98.0,25.92,52.0,3.6,30,9,2021
2101066,29-09-2021,Республика Бурятия,СУВЕНИРЫ,11.11,579.0,241.46,258.0,5.6,29,9,2021
2103936,15-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,29.17,280.0,351.27,327.0,10.0,15,9,2021
2106215,28-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",7.92,560.0,243.13,255.0,7.5,28,9,2021
2107876,23-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.71,152.0,185.18,185.0,9.2,23,9,2021
2107942,25-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,392.77,387.0,8.8,25,9,2021
2108210,27-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",33.8,295.0,249.98,264.0,10.0,27,9,2021
2108650,04-09-2021,Республика Бурятия,DUTY FREE,,,0.0,0.0,-0.1,4,9,2021
2112491,04-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,3.7,4,9,2021
2112498,25-09-2021,Республика Бурятия,ИСКУССТВО,0.0,0.0,866.19,390.0,3.6,25,9,2021
2116292,06-09-2021,Республика Бурятия,КНИГИ,5.71,328.0,891.33,812.0,10.0,6,9,2021
2116687,12-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,67.54,432.0,340.68,397.0,10.0,12,9,2021
2119770,15-09-2021,Республика Бурятия,КИНО,55.56,3864.0,80.48,176.0,3.7,15,9,2021
2120110,19-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,103.67,53.0,2.5,19,9,2021
2120116,25-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",5.42,377.0,393.43,392.0,8.8,25,9,2021
2121741,04-09-2021,Республика Бурятия,ТОПЛИВО,0.0,,265.53,266.0,9.4,4,9,2021
2122485,15-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,37.5,92.0,382.9,176.0,7.8,15,9,2021
2123202,06-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,39.18,385.0,308.93,335.0,10.0,6,9,2021
2125222,24-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",7.54,370.0,271.43,277.0,9.1,24,9,2021
2125301,07-09-2021,Республика Бурятия,СПОРТТОВАРЫ,4.76,331.0,184.0,188.0,5.3,7,9,2021
2125606,25-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,594.35,192.0,8.5,25,9,2021
2130224,01-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.0,0.0,336.47,335.0,10.0,1,9,2021
2130859,19-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,3.6,19,9,2021
2133027,17-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,16.82,131.0,786.06,427.0,10.0,17,9,2021
2136517,13-09-2021,Республика Бурятия,ЦВЕТЫ,10.0,1265.0,416.46,446.0,1.8,13,9,2021
2139668,11-09-2021,Республика Бурятия,СПОРТТОВАРЫ,4.55,329.0,192.07,196.0,4.7,11,9,2021
2139678,25-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,209.0,121.43,154.0,6.3,25,9,2021
2140641,30-09-2021,Республика Бурятия,ОТЕЛИ,56.33,1530.0,294.85,541.0,8.9,30,9,2021
2141629,02-09-2021,Республика Бурятия,ФОТО/ВИДЕО,25.0,73.0,458.55,197.0,10.0,2,9,2021
2141760,13-09-2021,Республика Бурятия,ГОС. СБОРЫ,57.5,348.0,548.72,412.0,9.8,13,9,2021
2142041,07-09-2021,Республика Бурятия,ТОПЛИВО,0.37,,263.54,265.0,9.2,7,9,2021
2143039,11-09-2021,Республика Бурятия,НКО,66.67,109.0,31.73,60.0,2.6,11,9,2021
2145962,10-09-2021,Республика Бурятия,КРАСОТА,20.62,180.0,279.51,251.0,10.0,10,9,2021
2146381,05-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,58.82,227.0,260.26,239.0,10.0,5,9,2021
2147026,26-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,207.54,207.0,8.2,26,9,2021
2147651,10-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,104.7,54.0,2.5,10,9,2021
2147659,27-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,73.81,307.0,56.23,142.0,6.9,27,9,2021
2148184,23-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.76,888.0,452.38,454.0,10.0,23,9,2021
2148650,22-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,33.33,61.0,304.07,131.0,8.5,22,9,2021
2150864,29-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,102.64,53.0,1.9,29,9,2021
2151107,08-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",31.58,226.0,211.75,216.0,10.0,8,9,2021
2151319,05-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.0,0.0,135.35,135.0,4.8,5,9,2021
2153334,20-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,27.88,289.0,385.72,353.0,9.3,20,9,2021
2154375,19-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.45,174.0,259.67,258.0,10.0,19,9,2021
2155230,29-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,30.1,223.0,629.31,407.0,10.0,29,9,2021
2161373,29-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",11.67,927.0,261.86,286.0,7.8,29,9,2021
2161708,15-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,306.73,307.0,10.0,15,9,2021
2161949,08-09-2021,Республика Бурятия,АРЕНДА АВТО,25.0,213.0,371.55,313.0,9.9,8,9,2021
2161961,29-09-2021,Республика Бурятия,АРЕНДА АВТО,66.67,417.0,121.03,230.0,6.8,29,9,2021
2162560,25-09-2021,Республика Бурятия,КНИГИ,8.33,160.0,290.29,272.0,7.9,25,9,2021
2168355,20-09-2021,Республика Бурятия,ФОТО/ВИДЕО,60.0,428.0,597.47,482.0,10.0,20,9,2021
2171715,22-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",30.19,197.0,197.41,197.0,10.0,22,9,2021
2172663,24-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,65.88,310.0,262.99,292.0,10.0,24,9,2021
2174984,18-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,329.54,325.0,10.0,18,9,2021
2176852,30-09-2021,Республика Бурятия,DUTY FREE,0.0,,310.86,311.0,2.6,30,9,2021
2177624,06-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,73.15,447.0,269.11,380.0,9.7,6,9,2021
2179522,17-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,155.57,80.0,3.7,17,9,2021
2179632,15-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",12.79,907.0,230.83,255.0,7.6,15,9,2021
2180201,07-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,15.69,118.0,770.59,413.0,10.0,7,9,2021
2180829,11-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.78,900.0,448.23,450.0,8.9,11,9,2021
2180980,03-09-2021,Республика Бурятия,ОТЕЛИ,21.74,266.0,237.96,244.0,8.5,3,9,2021
2183887,16-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,72.0,131.0,75.85,109.0,10.0,16,9,2021
2186920,25-09-2021,Республика Бурятия,КИНО,17.65,2296.0,278.95,330.0,6.4,25,9,2021
2187617,03-09-2021,Республика Бурятия,ТРАНСПОРТ,42.55,363.0,340.21,350.0,10.0,3,9,2021
2187621,30-09-2021,Республика Бурятия,ТРАНСПОРТ,40.48,299.0,305.46,303.0,10.0,30,9,2021
2188623,07-09-2021,Республика Бурятия,КНИГИ,5.88,328.0,862.89,787.0,10.0,7,9,2021
2188624,08-09-2021,Республика Бурятия,ТРАНСПОРТ,34.09,271.0,362.99,325.0,10.0,8,9,2021
2188625,14-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,76.19,117.0,54.38,92.0,10.0,14,9,2021
2188626,20-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,296.12,292.0,8.5,20,9,2021
2188841,05-09-2021,Республика Бурятия,ГОС. СБОРЫ,50.0,46.0,97.89,63.0,3.6,5,9,2021
2190649,09-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,500.23,494.0,10.0,9,9,2021
2191607,12-09-2021,Республика Бурятия,ГОС. СБОРЫ,76.92,152.0,96.97,134.0,4.7,12,9,2021
2192449,27-09-2021,Республика Бурятия,DUTY FREE,0.0,,311.97,312.0,2.1,27,9,2021
2194511,22-09-2021,Республика Бурятия,ТРАНСПОРТ,46.81,390.0,307.51,341.0,10.0,22,9,2021
2194512,24-09-2021,Республика Бурятия,КНИГИ,5.26,160.0,475.13,431.0,10.0,24,9,2021
2194567,16-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,213.77,203.0,4.4,16,9,2021
2196403,03-09-2021,Республика Бурятия,КИНО,11.11,786.0,163.67,179.0,4.8,3,9,2021
2197035,16-09-2021,Республика Бурятия,КНИГИ,5.26,162.0,479.05,434.0,10.0,16,9,2021
2198899,14-09-2021,Республика Бурятия,ФАСТФУД,5.37,2678.0,345.4,362.0,10.0,14,9,2021
2199867,13-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,55.31,126.0,94.66,110.0,3.0,13,9,2021
2200708,26-09-2021,Республика Бурятия,НКО,72.22,117.0,26.03,59.0,2.5,26,9,2021
2202605,07-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,1.3,7,9,2021
2203788,03-09-2021,Республика Бурятия,АВТО УСЛУГИ,7.69,370.0,235.84,243.0,8.2,3,9,2021
2204627,18-09-2021,Республика Бурятия,ТРАНСПОРТ,45.65,374.0,308.89,336.0,10.0,18,9,2021
2206200,26-09-2021,Республика Бурятия,КРАСОТА,12.5,89.0,249.93,204.0,10.0,26,9,2021
2206502,07-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,105.22,54.0,2.6,7,9,2021
2207141,17-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,230.76,228.0,10.0,17,9,2021
2207339,24-09-2021,Республика Бурятия,ЦВЕТЫ,9.52,1247.0,433.57,462.0,2.0,24,9,2021
2207768,19-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,75.0,109.0,54.09,87.0,10.0,19,9,2021
2209061,03-09-2021,Республика Бурятия,ЦВЕТЫ,10.53,1281.0,398.22,429.0,1.2,3,9,2021
2209066,08-09-2021,Республика Бурятия,ЖИВОТНЫЕ,12.5,2447.0,233.69,263.0,9.5,8,9,2021
2209515,04-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,45.68,376.0,230.89,280.0,8.9,4,9,2021
2211375,14-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.05,263.0,274.01,274.0,10.0,14,9,2021
2213203,01-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,53.06,296.0,429.68,347.0,10.0,1,9,2021
2213654,27-09-2021,Республика Бурятия,КИНО,20.0,765.0,79.64,97.0,3.6,27,9,2021
2213693,09-09-2021,Республика Бурятия,СПОРТТОВАРЫ,3.57,165.0,123.85,125.0,4.7,9,9,2021
2213696,17-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",8.09,533.0,226.03,237.0,7.8,17,9,2021
2216040,14-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,70.71,392.0,266.14,344.0,10.0,14,9,2021
2217365,15-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,297.44,293.0,10.0,15,9,2021
2219549,30-09-2021,Республика Бурятия,ФАСТФУД,4.67,2395.0,357.27,372.0,10.0,30,9,2021
2220357,16-09-2021,Республика Бурятия,АВТО УСЛУГИ,6.83,570.0,413.63,422.0,8.5,16,9,2021
2220984,09-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.0,0.0,196.51,195.0,9.1,9,9,2021
2221761,08-09-2021,Республика Бурятия,ЦВЕТЫ,17.65,1908.0,325.78,382.0,1.0,8,9,2021
2223670,13-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,15.31,110.0,738.13,394.0,10.0,13,9,2021
2223933,19-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,213.4,203.0,3.5,19,9,2021
2225463,22-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.89,228.0,258.06,257.0,10.0,22,9,2021
2225476,12-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,18.18,62.0,693.18,243.0,7.7,12,9,2021
2226358,04-09-2021,Республика Бурятия,АРЕНДА АВТО,22.22,429.0,871.85,709.0,9.4,4,9,2021
2228192,30-09-2021,Республика Бурятия,СПОРТТОВАРЫ,2.63,161.0,165.84,166.0,5.1,30,9,2021
2228613,24-09-2021,Республика Бурятия,ТОПЛИВО,0.35,,267.46,268.0,9.3,24,9,2021
2229070,30-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,50.0,91.0,226.53,130.0,6.2,30,9,2021
2229230,13-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.79,154.0,169.97,170.0,8.5,13,9,2021
2230153,15-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",8.42,495.0,322.11,332.0,8.8,15,9,2021
2230356,22-09-2021,Республика Бурятия,DUTY FREE,0.0,,62.59,63.0,1.7,22,9,2021
2234006,06-09-2021,Республика Бурятия,DUTY FREE,0.0,,127.82,128.0,1.7,6,9,2021
2234111,20-09-2021,Республика Бурятия,НКО,55.56,90.0,41.87,60.0,3.4,20,9,2021
2234114,30-09-2021,Республика Бурятия,КНИГИ,5.26,160.0,472.95,429.0,10.0,30,9,2021
2238224,28-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",23.33,172.0,244.42,222.0,10.0,28,9,2021
2242347,09-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,44.52,83.0,96.29,90.0,3.1,9,9,2021
2243358,25-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.47,152.0,284.65,283.0,9.1,25,9,2021
2244229,28-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,64.71,159.0,128.71,147.0,10.0,28,9,2021
2246218,18-09-2021,Республика Бурятия,ФАСТФУД,5.58,3390.0,419.72,441.0,10.0,18,9,2021
2247149,10-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",33.33,175.0,151.54,159.0,10.0,10,9,2021
2247745,19-09-2021,Республика Бурятия,АВТО УСЛУГИ,6.45,259.0,199.58,203.0,7.2,19,9,2021
2249578,02-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.0,0.0,386.0,384.0,10.0,2,9,2021
2250693,07-09-2021,Республика Бурятия,ГОС. СБОРЫ,54.84,260.0,455.3,322.0,10.0,7,9,2021
2254594,07-09-2021,Республика Бурятия,ОТЕЛИ,35.59,371.0,166.64,207.0,8.4,7,9,2021
2254603,24-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.63,886.0,545.6,547.0,10.0,24,9,2021
2255294,29-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.0,0.0,185.61,184.0,9.0,29,9,2021
2255399,30-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,73.33,158.0,85.58,129.0,10.0,30,9,2021
2256147,10-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,58.33,103.0,109.25,105.0,10.0,10,9,2021
2256810,22-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",14.14,798.0,289.9,319.0,8.8,22,9,2021
2258142,23-09-2021,Республика Бурятия,DUTY FREE,0.0,,125.08,125.0,2.1,23,9,2021
2258219,15-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,211.0,122.61,155.0,8.1,15,9,2021
2258628,13-09-2021,Республика Бурятия,СПОРТТОВАРЫ,5.56,328.0,155.23,160.0,5.0,13,9,2021
2260310,16-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,38.19,193.0,289.44,243.0,3.6,16,9,2021
2260316,26-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",4.55,497.0,389.62,393.0,9.6,26,9,2021
2260390,03-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",36.36,252.0,191.29,210.0,10.0,3,9,2021
2260588,28-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.6,184.0,247.55,246.0,10.0,28,9,2021
2265501,02-09-2021,Республика Бурятия,DUTY FREE,0.0,,128.47,128.0,0.8,2,9,2021
2267622,02-09-2021,Республика Бурятия,ТОПЛИВО,0.0,,259.47,259.0,9.0,2,9,2021
2271485,02-09-2021,Республика Бурятия,ИСКУССТВО,0.0,0.0,891.05,401.0,1.4,2,9,2021
2273166,30-09-2021,Республика Бурятия,КРАСОТА,34.41,282.0,216.83,236.0,9.1,30,9,2021
2277432,26-09-2021,Республика Бурятия,АВТО УСЛУГИ,5.11,308.0,304.9,305.0,7.6,26,9,2021
2279681,28-09-2021,Республика Бурятия,КИНО,14.29,764.0,119.34,136.0,4.3,28,9,2021
2279995,14-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,60.0,93.0,153.53,110.0,6.2,14,9,2021
