,auth_dt,state_name,purchase_category_nm,online_part,online_regarding_avg,offline_regarding_avg,total_regarding_avg,coronaindex,day,month,year
2652912,15-09-2021,Республика Бурятия,АВТО УСЛУГИ,8.46,441.0,254.01,263.0,8.6,15,9,2021
2653022,20-09-2021,Республика Бурятия,СПОРТТОВАРЫ,9.09,651.0,181.02,194.0,5.5,20,9,2021
2653023,21-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,44.0,111.0,131.19,122.0,3.6,21,9,2021
2655248,28-09-2021,Республика Бурятия,ЦВЕТЫ,35.29,3735.0,250.51,373.0,1.7,28,9,2021
2656180,06-09-2021,Республика Бурятия,КРАСОТА,9.09,54.0,219.24,172.0,9.7,6,9,2021
2656959,28-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.76,151.0,173.94,174.0,8.7,28,9,2021
2657127,24-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.56,216.0,298.47,297.0,10.0,24,9,2021
2657675,01-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,71.43,149.0,88.56,125.0,10.0,1,9,2021
2658617,11-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,43.59,352.0,422.47,389.0,10.0,11,9,2021
2658833,21-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,55.36,635.0,474.46,552.0,10.0,21,9,2021
2658844,03-09-2021,Республика Бурятия,ГОС. СБОРЫ,64.29,414.0,490.2,438.0,9.7,3,9,2021
2659156,22-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,297.86,96.0,10.0,22,9,2021
2660366,01-09-2021,Республика Бурятия,КРАСОТА,16.13,91.0,191.26,163.0,9.8,1,9,2021
2661303,01-09-2021,Республика Бурятия,АВТО УСЛУГИ,4.91,371.0,381.71,381.0,8.0,1,9,2021
2661304,02-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,22.86,119.0,487.13,285.0,10.0,2,9,2021
2661701,11-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,603.75,195.0,10.0,11,9,2021
2662200,22-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,21.0,152.0,694.38,397.0,10.0,22,9,2021
2663974,07-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,1.66,199.0,257.99,257.0,10.0,7,9,2021
2664150,14-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",8.38,536.0,218.68,230.0,7.2,14,9,2021
2664435,23-09-2021,Республика Бурятия,ТРАНСПОРТ,41.67,354.0,344.15,348.0,10.0,23,9,2021
2665495,16-09-2021,Республика Бурятия,СПОРТТОВАРЫ,3.85,327.0,227.0,230.0,5.5,16,9,2021
2667416,10-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,62.5,155.0,231.34,177.0,5.8,10,9,2021
2667419,17-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,78.95,109.0,43.29,83.0,9.0,17,9,2021
2667901,17-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.43,153.0,313.48,312.0,9.7,17,9,2021
2667902,26-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,3.6,26,9,2021
2667952,02-09-2021,Республика Бурятия,МУЗЫКА,33.33,56.0,105.93,82.0,2.6,2,9,2021
2668240,28-09-2021,Республика Бурятия,ФАСТФУД,5.47,2641.0,333.61,350.0,10.0,28,9,2021
2668962,07-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,64.79,260.0,231.61,249.0,10.0,7,9,2021
2670348,14-09-2021,Республика Бурятия,КИНО,33.33,1549.0,80.67,118.0,3.2,14,9,2021
2670896,16-09-2021,Республика Бурятия,ОТЕЛИ,26.67,209.0,142.83,156.0,8.5,16,9,2021
2671324,11-09-2021,Республика Бурятия,КНИГИ,25.0,977.0,482.53,552.0,10.0,11,9,2021
2671884,17-09-2021,Республика Бурятия,ФАСТФУД,4.98,3149.0,439.35,459.0,10.0,17,9,2021
2672488,25-09-2021,Республика Бурятия,АВТО УСЛУГИ,8.2,514.0,306.25,317.0,8.3,25,9,2021
2672583,23-09-2021,Республика Бурятия,ЦВЕТЫ,0.0,0.0,342.75,331.0,1.8,23,9,2021
2672669,26-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,50.0,122.0,303.39,174.0,5.5,26,9,2021
2673824,25-09-2021,Республика Бурятия,МЕД. УСЛУГИ,1.22,886.0,281.42,284.0,8.7,25,9,2021
2674076,29-09-2021,Республика Бурятия,ТРАНСПОРТ,43.48,353.0,318.02,332.0,10.0,29,9,2021
2674495,11-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,57.14,77.0,53.33,65.0,2.5,11,9,2021
2675296,26-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,418.0,242.87,307.0,7.4,26,9,2021
2675298,06-09-2021,Республика Бурятия,ЦВЕТЫ,26.67,2553.0,256.85,338.0,0.7,6,9,2021
2675353,08-09-2021,Республика Бурятия,ФАСТФУД,4.79,2208.0,321.14,335.0,10.0,8,9,2021
2675372,09-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,70.37,140.0,87.58,119.0,10.0,9,9,2021
2678675,24-09-2021,Республика Бурятия,ТРАНСПОРТ,45.83,389.0,319.14,348.0,10.0,24,9,2021
2680927,27-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,228.93,226.0,8.9,27,9,2021
2682867,04-09-2021,Республика Бурятия,ТРАНСПОРТ,43.9,327.0,289.51,305.0,10.0,4,9,2021
2682871,11-09-2021,Республика Бурятия,ЦВЕТЫ,10.53,1267.0,393.98,425.0,1.8,11,9,2021
2685309,08-09-2021,Республика Бурятия,ГОС. СБОРЫ,53.33,366.0,681.73,467.0,10.0,8,9,2021
2685959,03-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,281.02,281.0,9.8,3,9,2021
2687881,05-09-2021,Республика Бурятия,АВТО УСЛУГИ,4.0,184.0,235.47,233.0,6.8,5,9,2021
2688563,27-09-2021,Республика Бурятия,ТРАНСПОРТ,34.69,300.0,392.38,355.0,10.0,27,9,2021
2690837,30-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",37.5,257.0,185.5,207.0,10.0,30,9,2021
2695061,27-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.65,335.0,269.31,271.0,10.0,27,9,2021
2696926,19-09-2021,Республика Бурятия,ЦВЕТЫ,18.75,1883.0,298.58,355.0,1.8,19,9,2021
2697514,16-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,749.23,242.0,10.0,16,9,2021
2698018,17-09-2021,Республика Бурятия,КНИГИ,6.67,162.0,372.11,342.0,10.0,17,9,2021
2698700,12-09-2021,Республика Бурятия,ОТЕЛИ,12.77,105.0,178.7,164.0,7.6,12,9,2021
2698773,10-09-2021,Республика Бурятия,КИНО,11.11,778.0,162.07,178.0,4.2,10,9,2021
2698774,11-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,4.8,11,9,2021
2699830,26-09-2021,Республика Бурятия,DUTY FREE,0.0,,249.8,250.0,3.5,26,9,2021
2700264,04-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,304.82,98.0,8.7,4,9,2021
2701067,06-09-2021,Республика Бурятия,ГОС. СБОРЫ,64.29,275.0,325.75,291.0,7.7,6,9,2021
2704243,26-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,33.33,168.0,173.96,172.0,9.2,26,9,2021
2704679,13-09-2021,Республика Бурятия,КРАСОТА,17.81,117.0,217.24,188.0,9.2,13,9,2021
2707825,01-09-2021,Республика Бурятия,ЦВЕТЫ,6.38,1927.0,1034.18,1066.0,3.9,1,9,2021
2708953,02-09-2021,Республика Бурятия,АРЕНДА АВТО,66.67,430.0,124.91,237.0,7.7,2,9,2021
2710908,02-09-2021,Республика Бурятия,ТРАНСПОРТ,40.0,291.0,302.98,298.0,10.0,2,9,2021
2712279,30-09-2021,Республика Бурятия,АРЕНДА АВТО,28.57,416.0,604.49,535.0,7.4,30,9,2021
2713404,11-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,61.9,95.0,87.32,92.0,9.9,11,9,2021
2715315,18-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,18.75,120.0,267.85,217.0,10.0,18,9,2021
2716947,06-09-2021,Республика Бурятия,ОТЕЛИ,18.87,177.0,188.88,186.0,7.4,6,9,2021
2717723,03-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,72.73,119.0,66.19,98.0,9.2,3,9,2021
2720146,04-09-2021,Республика Бурятия,КНИГИ,4.55,164.0,568.45,511.0,9.8,4,9,2021
2722860,11-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.5,154.0,268.88,268.0,9.2,11,9,2021
2724452,17-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,76.85,462.0,228.29,373.0,10.0,17,9,2021
2725003,17-09-2021,Республика Бурятия,ЦВЕТЫ,13.04,1884.0,459.56,510.0,2.3,17,9,2021
2727532,18-09-2021,Республика Бурятия,ТОПЛИВО,0.35,,269.23,270.0,9.3,18,9,2021
2733937,23-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,295.04,291.0,10.0,23,9,2021
2735331,15-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,0.2,15,9,2021
2735920,07-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",7.25,414.0,316.83,322.0,9.4,7,9,2021
2742085,22-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,24.14,139.0,225.63,196.0,10.0,22,9,2021
2749460,29-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,0.1,29,9,2021
2752106,19-09-2021,Республика Бурятия,ГОС. СБОРЫ,70.0,105.0,96.13,102.0,4.8,19,9,2021
2756658,12-09-2021,Республика Бурятия,КНИГИ,4.76,163.0,536.0,483.0,9.5,12,9,2021
2767594,04-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.6,156.0,227.85,227.0,8.6,4,9,2021
2770555,20-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,38.0,390.0,589.11,493.0,10.0,20,9,2021
2773477,22-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,46.04,117.0,127.47,123.0,2.7,22,9,2021
2785695,18-09-2021,Республика Бурятия,All,9.0,167.0,266.0,252.0,10.0,18,9,2021
2794677,05-09-2021,Республика Бурятия,All,11.18,181.0,226.0,220.0,10.0,5,9,2021
2795514,11-09-2021,Республика Бурятия,All,10.99,221.0,281.0,273.0,10.0,11,9,2021
2797779,02-09-2021,Республика Бурятия,All,12.57,235.0,256.0,253.0,10.0,2,9,2021
2797899,26-09-2021,Республика Бурятия,All,9.8,170.0,246.0,236.0,10.0,26,9,2021
2798886,16-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,69.07,373.0,274.31,336.0,10.0,16,9,2021
2799683,12-09-2021,Республика Бурятия,All,10.93,177.0,226.0,220.0,10.0,12,9,2021
2807155,20-09-2021,Республика Бурятия,All,12.51,227.0,250.0,247.0,10.0,20,9,2021
2814157,24-09-2021,Республика Бурятия,All,9.4,183.0,277.0,265.0,10.0,24,9,2021
2814283,14-09-2021,Республика Бурятия,All,15.84,349.0,292.0,299.0,10.0,14,9,2021
2814406,04-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,25.0,89.0,323.81,195.0,9.1,4,9,2021
2823976,08-09-2021,Республика Бурятия,All,12.58,225.0,246.0,243.0,10.0,8,9,2021
2829609,17-09-2021,Республика Бурятия,All,13.14,280.0,291.0,290.0,10.0,17,9,2021
2830867,25-09-2021,Республика Бурятия,All,9.82,196.0,283.0,271.0,10.0,25,9,2021
2832225,28-09-2021,Республика Бурятия,All,13.02,238.0,250.0,248.0,10.0,28,9,2021
2836106,23-09-2021,Республика Бурятия,All,11.49,207.0,251.0,245.0,10.0,23,9,2021
2840603,10-09-2021,Республика Бурятия,All,10.49,201.0,270.0,260.0,10.0,10,9,2021
2840848,21-09-2021,Республика Бурятия,All,13.26,230.0,237.0,236.0,10.0,21,9,2021
2845757,07-09-2021,Республика Бурятия,All,12.36,221.0,246.0,243.0,10.0,7,9,2021
2851258,01-09-2021,Республика Бурятия,All,10.04,186.0,262.0,251.0,10.0,1,9,2021
2856097,03-09-2021,Республика Бурятия,All,12.08,226.0,258.0,254.0,10.0,3,9,2021
2857342,30-09-2021,Республика Бурятия,All,16.46,331.0,264.0,273.0,10.0,30,9,2021
2860535,09-09-2021,Республика Бурятия,All,10.4,187.0,253.0,244.0,10.0,9,9,2021
2865129,13-09-2021,Республика Бурятия,All,12.95,229.0,242.0,241.0,10.0,13,9,2021
2866744,29-09-2021,Республика Бурятия,All,12.31,237.0,265.0,261.0,10.0,29,9,2021
2869142,27-09-2021,Республика Бурятия,All,11.73,211.0,249.0,244.0,10.0,27,9,2021
2871318,22-09-2021,Республика Бурятия,All,12.77,227.0,244.0,242.0,10.0,22,9,2021
2877457,04-09-2021,Республика Бурятия,All,9.26,176.0,271.0,258.0,10.0,4,9,2021
2877793,16-09-2021,Республика Бурятия,All,13.27,254.0,261.0,260.0,10.0,16,9,2021
2885036,19-09-2021,Республика Бурятия,All,9.36,152.0,231.0,220.0,10.0,19,9,2021
2894307,15-09-2021,Республика Бурятия,All,15.1,292.0,258.0,262.0,10.0,15,9,2021
2894657,06-09-2021,Республика Бурятия,All,12.29,216.0,242.0,239.0,10.0,6,9,2021
